sample	num_consensus_snps	number_N_calls
ERR2517003	1135	108917
ERR2517004	1127	138527
ERR2517005	1145	119944
ERR2517006	1151	127534
ERR2517007	554	143462
ERR2517008	1106	99744
ERR2517009	1159	124001
ERR2517010	1149	126600
ERR2517011	1155	130853
ERR2517012	1123	96596
ERR2517013	1130	118765
ERR2517014	1168	149897
ERR2517015	1148	121785
ERR2517016	1093	163692
ERR2517017	1130	119526
ERR2517018	1246	128439
ERR2517019	1107	88534
ERR2517020	1147	97967
ERR2517021	991	165939
ERR2517022	1092	124166
ERR2517023	1152	102838
ERR2517024	1137	115585
ERR2517025	1069	122087
ERR2517026	1176	112551
ERR2517027	1147	120178
ERR2517028	1051	136893
ERR2517029	1122	105226
ERR2517030	969	185448
ERR2517031	1120	144872
ERR2517032	1186	118099
ERR2517033	1131	151557
ERR2517034	1113	125389
ERR2517035	1139	139857
ERR2517036	1172	120527
ERR2517037	1109	159122
ERR2517038	1134	146277
ERR2517039	1156	119687
ERR2517040	1047	130454
ERR2517041	1055	163913
ERR2517042	1066	125401
ERR2517043	1140	111918
ERR2517044	1079	111688
ERR2517045	1044	114697
ERR2517046	1184	112914
ERR2517047	1158	129639
ERR2517048	1176	152457
ERR2517049	1158	124472
ERR2517050	1098	165092
ERR2517051	1070	176600
ERR2517052	1122	125275
ERR2517053	1144	131327
ERR2517054	1083	167665
ERR2517055	1076	117431
ERR2517056	1026	145242
ERR2517057	1043	152205
ERR2517058	1111	269024
ERR2517059	1184	117312
ERR2517060	1072	153320
ERR2517061	1075	187656
ERR2517062	1031	168126
ERR2517063	1164	91417
ERR2517064	1009	148954
ERR2517065	1035	119810
ERR2517066	1124	107371
ERR2517067	1139	112499
ERR2517068	1112	129737
ERR2517069	986	169017
ERR2517070	1198	117545
ERR2517071	1173	116291
ERR2517072	1094	170111
ERR2517073	998	163043
ERR2517074	1138	130414
ERR2517075	1052	133228
ERR2517076	970	195049
ERR2517077	1061	115119
ERR2517078	1227	93612
ERR2517079	1153	138988
ERR2517080	1094	106879
ERR2517081	1053	167911
ERR2517082	1102	165281
ERR2517083	1189	117054
ERR2517084	1082	104678
ERR2517085	997	171682
ERR2517086	1150	130787
ERR2517087	1086	167624
ERR2517088	1072	109606
ERR2517089	1177	110992
ERR2517090	1080	175563
ERR2517091	1136	96763
ERR2517092	1140	136568
ERR2517093	1118	125254
ERR2517094	1031	142681
ERR2517095	1111	120714
ERR2517096	1173	129767
ERR2517097	1162	117100
ERR2517098	1159	120730
ERR2517099	1163	122092
ERR2517100	1041	116110
ERR2517101	1112	82508
ERR2517102	1566	269912
ERR2517103	1121	135162
ERR2517104	1183	94885
ERR2517105	1025	170826
ERR2517106	1111	120039
ERR2517107	1038	158371
ERR2517108	1167	121997
ERR2517109	1140	180822
ERR2517110	1182	106956
ERR2517111	1029	125768
ERR2517112	1119	146348
ERR2517113	1249	103662
ERR2517114	1091	167596
ERR2517115	1016	132246
ERR2517116	1192	93053
ERR2517117	1147	123436
ERR2517118	1176	115634
ERR2517119	1191	114155
ERR2517120	1054	126558
ERR2517121	1069	164626
ERR2517122	1191	122156
ERR2517123	1053	188545
ERR2517124	1154	126597
ERR2517125	1122	139358
ERR2517126	1148	108113
ERR2517127	1123	88990
ERR2517128	1135	111278
ERR2517129	1068	97668
ERR2517130	1010	338851
ERR2517131	1088	97386
ERR2517132	1098	107383
ERR2517133	1036	102380
ERR2517134	1185	84175
ERR2517135	1082	106066
ERR2517136	1074	107960
ERR2517137	1168	108402
ERR2517138	988	524442
ERR2517139	1054	98706
ERR2517140	1052	99598
ERR2517141	1065	101869
ERR2517142	1137	94880
ERR2517143	1048	108520
ERR2517144	1063	118411
ERR2517145	1209	112819
ERR2517146	1133	116314
ERR2517147	1091	91820
ERR2517148	1117	130716
ERR2517149	1167	126108
ERR2517150	1060	99448
ERR2517151	1422	160304
ERR2517152	1136	104208
ERR2517153	1014	159731
ERR2517154	1057	118456
ERR2517155	1122	86316
ERR2517156	1084	108442
ERR2517157	1172	90876
ERR2517158	1154	92957
ERR2517159	1085	105107
ERR2517160	981	147895
ERR2517161	1150	94952
ERR2517162	1163	123139
ERR2517163	1126	114735
ERR2517164	1067	93899
ERR2517165	1069	96984
ERR2517166	1398	203974
ERR2517167	1079	99847
ERR2517168	1101	93542
ERR2517169	1139	129435
ERR2517170	1090	99683
ERR2517171	1144	103640
ERR2517172	1057	90841
ERR2517173	1068	105808
ERR2517174	1182	123043
ERR2517175	1078	91934
ERR2517176	1050	109739
ERR2517177	1098	101320
ERR2517178	1097	95525
ERR2517179	1412	201427
ERR2517180	1044	111167
ERR2517181	1143	92949
ERR2517182	1177	92923
ERR2517183	1147	102520
ERR2517184	1168	87810
ERR2517185	1079	157820
ERR2517186	1189	113911
ERR2517187	1115	97639
ERR2517188	1150	111293
ERR2517189	1166	99072
ERR2517190	988	155060
ERR2517191	1085	90841
ERR2517192	1069	103905
ERR2517193	1177	120718
ERR2517194	1032	117127
ERR2517195	1136	97970
ERR2517196	1130	113865
ERR2517197	1138	109690
ERR2517198	1039	107682
ERR2517199	1034	119614
ERR2517200	1103	93858
ERR2517201	1041	117533
ERR2517202	1157	106407
ERR2517203	1035	121149
ERR2517204	1027	125365
ERR2517205	1043	105139
ERR2517206	1115	108875
ERR2517207	1139	124668
ERR2517208	1135	89554
ERR2517209	1102	108099
ERR2517210	1140	108322
ERR2517211	1157	104013
ERR2517212	1097	94827
ERR2517213	1054	109349
ERR2517214	976	136472
ERR2517215	1203	101044
ERR2517216	1120	89235
ERR2517217	1053	133304
ERR2517218	1059	90499
ERR2517219	1043	111490
ERR2517220	1156	98904
ERR2517221	1153	105181
ERR2517222	1054	97728
ERR2517223	1145	87239
ERR2517224	1038	109919
ERR2517225	1177	100112
ERR2517226	1151	120338
ERR2517227	1408	180010
ERR2517228	1042	116839
ERR2517229	1035	126298
ERR2517230	1082	136188
ERR2517231	1072	106247
ERR2517232	1098	109407
ERR2517233	1085	103863
ERR2517234	1062	105347
ERR2517235	1184	89581
ERR2517236	1091	95937
ERR2517237	1113	126365
ERR2517238	1065	100450
ERR2517239	1232	102684
ERR2517240	1190	95662
ERR2517241	1027	108122
ERR2517242	1043	120554
ERR2517243	1085	116299
ERR2517244	1087	89226
ERR2517245	1192	120401
ERR2517246	1071	94001
ERR2517247	1101	110676
ERR2517248	1071	148649
ERR2517249	1207	88992
ERR2517250	1113	106569
ERR2517251	1143	108735
ERR2517252	1147	95550
ERR2517253	1050	124273
ERR2517254	1059	131206
ERR2517255	1170	83575
ERR2517256	1163	125425
ERR2517257	1217	103979
ERR2517258	1173	112939
ERR2517259	1072	96026
ERR2517260	1049	107804
ERR2517261	1088	114714
ERR2517262	1043	108477
ERR2517263	1223	95378
ERR2517264	1060	112237
ERR2517265	946	755811
ERR2517266	1129	83479
ERR2517267	1189	94744
ERR2517268	1041	121763
ERR2517269	967	96279
ERR2517270	1182	89373
ERR2517271	1062	145936
ERR2517272	1010	120121
ERR2517273	971	153481
ERR2517274	1033	107799
ERR2517275	1148	121636
ERR2517276	1193	108076
ERR2517277	1052	89672
ERR2517278	1161	110775
ERR2517279	1103	100681
ERR2517280	1007	107668
ERR2517281	1182	94503
ERR2517282	1064	99579
ERR2517283	1137	124266
ERR2517284	1013	118364
ERR2517285	1061	100173
ERR2517286	1015	128209
ERR2517287	1161	100414
ERR2517288	1236	108668
ERR2517289	1153	109896
ERR2517290	1173	88024
ERR2517291	1092	100179
ERR2517292	1186	96959
ERR2517293	1191	88628
ERR2517294	1011	128202
ERR2517295	1219	85143
ERR2517296	1073	95852
ERR2517297	1130	122485
ERR2517298	1070	142203
ERR2517299	1118	92482
ERR2517300	1005	498321
ERR2517301	1124	138125
ERR2517302	1154	132985
ERR2517303	1010	112763
ERR2517304	176	84820
ERR2517305	1098	108542
ERR2517306	1179	112386
ERR2517307	1162	123962
ERR2517308	1041	112154
ERR2517309	1077	103084
ERR2517310	1066	103288
ERR2517311	1098	93544
ERR2517312	1040	105697
ERR2517313	1137	118032
ERR2517314	1088	97810
ERR2517315	1033	406769
ERR2517316	1067	152915
ERR2517317	1053	105095
ERR2517318	1108	94202
ERR2517319	1009	394165
ERR2517320	981	157182
ERR2517321	1082	104907
ERR2517322	1075	91882
ERR2517323	1054	162633
ERR2517324	1220	93670
ERR2517325	1053	110903
ERR2517326	1092	129781
ERR2517327	1029	110832
ERR2517328	1137	109926
ERR2517329	1104	96341
ERR2517330	1163	105924
ERR2517331	1184	81317
ERR2517332	1038	123818
ERR2517333	1143	132323
ERR2517334	1107	129328
ERR2517335	1063	113188
ERR2517336	1036	107630
ERR2517337	1082	98547
ERR2517338	1176	108700
ERR2517339	1056	145959
ERR2517340	1066	116383
ERR2517341	1091	96533
ERR2517342	1015	117101
ERR2517343	972	127410
ERR2517344	1083	103987
ERR2517345	1472	157171
ERR2517346	989	312206
ERR2517347	1056	142530
ERR2517348	1163	93781
ERR2517349	1471	166439
ERR2517350	1029	129898
ERR2517351	1160	121509
ERR2517352	1168	147072
ERR2517353	1042	155176
ERR2517354	1052	101544
ERR2517355	1207	100786
ERR2517356	962	170026
ERR2517357	1427	158955
ERR2517358	1105	135579
ERR2517359	1149	129556
ERR2517360	1158	114742
ERR2517361	1008	137770
ERR2517362	1170	85094
ERR2517363	1081	118320
ERR2517364	1086	80662
ERR2517365	1093	96424
ERR2517366	1122	91938
ERR2517367	981	153007
ERR2517368	1443	158422
ERR2517369	1148	128573
ERR2517370	1057	104699
ERR2517371	1165	110252
ERR2517372	1188	110174
ERR2517373	1066	140566
ERR2517374	1211	98650
ERR2517375	1173	98553
ERR2517376	1060	153943
ERR2517377	1140	111499
ERR2517378	1059	101103
ERR2517379	1048	108955
ERR2517380	1136	128689
ERR2517381	1189	112342
ERR2517382	1004	111984
ERR2517383	892	420258
ERR2517384	1094	133078
ERR2517385	1032	113187
ERR2517386	1067	110868
ERR2517387	1057	103944
ERR2517388	1073	138547
ERR2517389	1058	102208
ERR2517390	1091	100671
ERR2517391	1059	117868
ERR2517392	1066	84807
ERR2517393	1208	105812
ERR2517394	1194	99430
ERR2517395	1157	104940
ERR2517396	1108	130005
ERR2517397	1068	106735
ERR2517398	1079	102579
ERR2517399	1197	84003
ERR2517400	1104	100857
ERR2517401	1154	122199
ERR2517402	1049	124243
ERR2517403	1047	144257
ERR2517404	1171	96331
ERR2517405	1166	105830
ERR2517406	1119	97835
ERR2517407	1147	99606
ERR2517408	1424	167140
ERR2517409	1059	97020
ERR2517410	1186	118288
ERR2517411	1133	116587
ERR2517412	1159	104118
ERR2517413	1151	110191
ERR2517414	1194	118797
ERR2517415	1183	87179
ERR2517416	1072	85350
ERR2517417	1138	116164
ERR2517418	1107	101592
ERR2517419	1154	91284
ERR2517420	1127	100825
ERR2517421	1156	98846
ERR2517422	1056	116362
ERR2517423	1055	103801
ERR2517424	1099	86979
ERR2517425	1422	171753
ERR2517426	1089	107323
ERR2517427	1077	104433
ERR2517428	1030	108072
ERR2517429	1159	127632
ERR2517430	1062	107078
ERR2517431	1079	94489
ERR2517432	1071	121761
ERR2517433	1143	106634
ERR2517434	1241	107484
ERR2517435	1015	137005
ERR2517436	1137	129834
ERR2517437	1067	157254
ERR2517438	1177	81455
ERR2517439	1162	93072
ERR2517440	1144	105287
ERR2517441	1192	84266
ERR2517442	1132	97046
ERR2517443	1439	153550
ERR2517444	942	700876
ERR2517445	1173	101853
ERR2517446	1187	113735
ERR2517447	1050	97152
ERR2517448	1183	93677
ERR2517449	1064	97248
ERR2517450	1037	117197
ERR2517451	1099	127025
ERR2517452	1072	107280
ERR2517453	1033	133438
ERR2517454	1126	107888
ERR2517455	1114	103100
ERR2517456	1165	95659
ERR2517457	1132	120850
ERR2517458	1073	113881
ERR2517459	1032	107386
ERR2517460	1069	98972
ERR2517461	960	441495
ERR2517462	1006	149815
ERR2517463	1005	126220
ERR2517464	1129	70942
ERR2517465	1193	101358
ERR2517466	1138	97917
ERR2517467	1108	112846
ERR2517468	1056	126414
ERR2517469	1190	98414
ERR2517470	1089	96559
ERR2517471	1044	139987
ERR2517472	1036	107731
ERR2517473	1005	116627
ERR2517474	1045	110467
ERR2517475	964	496263
ERR2517476	1014	136779
ERR2517477	1169	115051
ERR2517478	1093	92859
ERR2517479	1084	90525
ERR2517480	1122	84858
ERR2517481	1024	119119
ERR2517482	1060	132066
ERR2517483	1186	93560
ERR2517484	1178	119367
ERR2517485	1071	87170
ERR2517486	1192	100554
ERR2517487	1051	99955
ERR2517488	1187	105461
ERR2517489	1063	125548
ERR2517490	1060	151480
ERR2517491	1187	89342
ERR2517492	1057	106551
ERR2517493	793	75060
ERR2517494	1070	103723
ERR2517495	1414	200717
ERR2517496	1086	134717
ERR2517497	1110	95999
ERR2517498	1188	95832
ERR2517499	1129	126434
ERR2517500	1264	141908
ERR2517501	1183	100890
ERR2517502	1059	123957
ERR2517503	1075	110071
ERR2517504	1055	107847
ERR2517505	1110	91901
ERR2517506	1210	92805
ERR2517507	1075	106219
ERR2517508	1192	106542
ERR2517509	1085	92638
ERR2517510	1175	93239
ERR2517511	1010	181752
ERR2517512	1057	89316
ERR2517513	1158	93502
ERR2517514	1086	117587
ERR2517515	1094	99308
ERR2517516	1065	99886
ERR2517517	1065	99305
ERR2517518	1343	207263
ERR2517519	1087	84339
ERR2517520	1058	92883
ERR2517521	1122	125252
ERR2517522	1019	114753
ERR2517523	1424	165395
ERR2517524	1090	107255
ERR2517525	1147	128337
ERR2517526	1188	110525
ERR2517527	1080	102601
ERR2517528	1124	162404
ERR2517529	1133	111662
ERR2517530	1123	132795
ERR2517531	1093	105689
ERR2517532	1047	110468
ERR2517533	1076	102905
ERR2517534	1087	141442
ERR2517535	1090	94786
ERR2517536	1052	133405
ERR2517537	1032	134837
ERR2517538	1143	102598
ERR2517539	1227	95327
ERR2517540	1051	131024
ERR2517541	1128	133952
ERR2517542	1223	84146
ERR2517543	1051	103328
ERR2517544	1103	99802
ERR2517545	1052	91652
ERR2517546	1162	88213
ERR2517547	1080	87707
ERR2517548	1195	112294
ERR2517549	1066	142731
ERR2517550	989	156599
ERR2517551	1043	112148
ERR2517552	1053	105758
ERR2517553	1095	90100
ERR2517554	1099	94494
ERR2517555	1000	153613
ERR2517556	1124	96026
ERR2517557	1107	102256
ERR2517558	1098	103762
ERR2517559	1105	103709
ERR2517560	1018	113259
ERR2517561	1043	112041
ERR2517562	1054	108584
ERR2517563	1004	108146
ERR2517564	1068	98891
ERR2517565	1045	120944
ERR2517566	1175	94775
ERR2517567	1070	120290
ERR2517568	1064	106096
ERR2517569	1101	89842
ERR2517570	1043	117090
ERR2517571	1046	104622
ERR2517572	1018	118598
ERR2517573	1089	93632
ERR2517574	1170	102225
ERR2517575	1097	114517
ERR2517576	1151	91764
ERR2517577	1066	106769
ERR2517578	1183	116828
ERR2517579	1075	90473
ERR2517580	1008	133707
ERR2517581	1149	114052
ERR2517582	1132	91862
ERR2517583	1053	141976
ERR2517584	1078	95552
ERR2517585	1099	87475
ERR2517586	1196	104802
ERR2517587	1183	99968
ERR2517588	1069	97448
ERR2517589	1091	103988
ERR2517590	1125	133793
ERR2517591	1097	100462
ERR2517592	1102	86400
ERR2517593	1653	178617
ERR2517594	1258	129166
ERR2517595	1124	124853
ERR2517596	1025	123138
ERR2517597	1189	92592
ERR2517598	1056	114059
ERR2517599	1195	104059
ERR2517600	1096	108615
ERR2517601	1208	94849
ERR2517602	1182	101596
ERR2517603	1092	113711
ERR2517604	1158	102106
ERR2517605	1169	130695
ERR2517606	1091	100901
ERR2517607	1053	102603
ERR2517608	1085	101424
ERR2517609	1077	103262
ERR2517610	1015	122888
ERR2517611	1082	88986
ERR2517612	1192	115737
ERR2517613	1137	112997
ERR2517614	1056	136565
ERR2517615	1085	92689
ERR2517616	1434	160734
ERR2517617	1158	106527
ERR2517618	686	1170230
ERR2517619	1143	121492
ERR2517620	1215	96023
ERR2517621	1178	108220
ERR2517622	1182	93357
ERR2517623	1169	94362
ERR2517624	1148	111666
ERR2517625	1155	107057
ERR2517626	1162	106233
ERR2517627	1060	114278
ERR2517628	1114	116896
ERR2517629	1119	107012
ERR2517630	1104	118045
ERR2517631	1082	104906
ERR2517632	1043	155527
ERR2517633	1152	135145
ERR2517634	1183	93194
ERR2517635	1115	88546
ERR2517636	1085	100630
ERR2517637	1078	109456
ERR2517638	1081	117914
ERR2517639	1037	108971
ERR2517640	1177	94474
ERR2517641	1098	129854
ERR2517642	1167	104674
ERR2517643	1040	117267
ERR2517644	892	415937
ERR2517645	1071	102714
ERR2517646	978	85403
ERR2517647	1121	125620
ERR2517648	1042	130521
ERR2517649	1189	109536
ERR2517650	1106	131183
ERR2517651	1079	108227
ERR2517652	1208	94169
ERR2517653	1088	122725
ERR257880	870	352113
ERR257881	847	571655
ERR257882	614	1571115
ERR257883	745	899836
ERR257884	697	980572
ERR257885	709	870498
ERR257886	877	344191
ERR257887	743	918276
ERR257888	841	773059
ERR257889	870	589840
ERR257890	780	974316
ERR257891	966	141172
ERR257892	955	177535
ERR257893	952	210989
ERR257894	962	195505
ERR257895	987	143122
ERR257896	934	180833
ERR257897	933	182349
ERR257898	987	167921
ERR257899	957	193815
ERR257900	969	187910
ERR257901	967	190270
ERR257902	961	156518
ERR257903	984	161151
ERR257904	930	199996
ERR257905	973	168827
ERR257906	993	142611
ERR257907	961	180415
ERR257908	980	167911
ERR257909	947	173971
ERR257910	954	203758
ERR257911	958	206829
ERR257912	970	186724
ERR257913	963	193217
ERR257914	970	183436
ERR257915	965	198039
ERR257916	957	202966
ERR257917	959	200326
ERR257918	965	191579
ERR257919	961	191122
ERR257920	961	187942
ERR257921	1057	165361
ERR257922	1059	163429
ERR257923	1076	157826
ERR257924	1036	183514
ERR257925	1069	157504
ERR257926	1050	174813
ERR257927	1011	231659
ERR257928	1065	159493
ERR257929	1056	152492
ERR257930	1094	132442
ERR257931	973	147929
ERR257932	974	144280
ERR257933	984	136033
ERR257934	977	143528
ERR257935	967	154665
ERR266519	961	117862
ERR266520	1004	131362
ERR266521	1083	145374
ERR266522	996	101240
ERR266523	1078	123110
ERR266524	992	120113
ERR266525	983	124189
ERR266526	1037	145564
ERR266527	985	121059
ERR266528	1003	118201
ERR266529	1107	103997
ERR266530	1075	120722
ERR266531	1032	99355
ERR266532	1013	95055
ERR266533	998	113071
ERR266534	1058	99741
ERR266535	1089	101665
ERR266536	1071	112515
ERR266537	1078	110137
ERR266538	1266	145849
ERR266539	1084	138105
ERR266540	1027	113487
ERR266541	999	97424
ERR266542	1106	107795
ERR266543	1121	112401
ERR266544	1086	100259
ERR266545	1072	111617
ERR266546	1111	105295
ERR266547	1096	119265
ERR266548	1103	103619
ERR266549	976	125333
ERR266550	1089	108595
ERR266551	990	103953
ERR266552	992	102822
ERR266553	1085	141982
ERR266554	1091	124054
ERR266555	1093	107867
ERR266556	1116	101795
ERR266557	1104	113826
ERR266558	1090	118176
ERR266559	1077	135426
ERR266560	1110	108878
ERR266561	1109	118014
ERR266562	993	100528
ERR266563	1057	100258
ERR266564	994	133063
ERR266565	1086	122989
ERR266566	979	115719
ERR266567	1112	141991
ERR266568	1094	104984
ERR266569	1090	115914
ERR266570	1069	119680
ERR266571	1018	113754
ERR266572	989	107014
ERR266573	1101	127057
ERR266574	1093	109239
ERR266575	1093	118875
ERR266576	925	137924
ERR266577	1012	129512
ERR266578	1099	108942
ERR266579	1067	118709
ERR266580	997	125071
ERR266581	1091	127216
ERR266582	1011	127398
ERR266583	981	139433
ERR266584	1068	145360
ERR266585	970	135693
ERR266586	1020	110307
ERR266587	1073	148727
ERR266588	1116	117410
ERR266589	988	126355
ERR266590	1124	122733
ERR266591	1060	135799
ERR266592	1008	120057
ERR266593	1090	151420
ERR266594	1009	143383
ERR266595	1089	133824
ERR266596	998	109128
ERR266597	1109	114741
ERR266598	990	129985
ERR266599	1042	108547
ERR266600	1061	138690
ERR266601	1028	152019
ERR266602	1051	106276
ERR266603	956	111393
ERR266604	1057	111506
ERR266605	1047	107584
ERR266606	994	112430
ERR266607	254	2766946
ERR266608	947	138470
ERR266609	786	112649
ERR266610	832	137600
ERR266611	682	107179
ERR266612	1059	119289
ERR266613	1066	129110
ERR266614	973	126075
ERR270614	1043	167812
ERR270615	953	225586
ERR270616	1086	164020
ERR270617	1041	156514
ERR270618	947	166621
ERR270619	1029	177246
ERR270620	954	177187
ERR270621	1051	145088
ERR270622	1002	149458
ERR270623	1051	171058
ERR270624	984	136811
ERR270625	979	147761
ERR270626	1013	142371
ERR270627	1041	169402
ERR270628	973	186397
ERR270629	940	201140
ERR270630	1050	173832
ERR270631	1046	139151
ERR270632	1012	146959
ERR270633	1113	142770
ERR270634	1065	169601
ERR270635	958	154584
ERR270636	1041	152033
ERR270637	1055	173510
ERR270638	1056	153845
ERR270639	948	148072
ERR270640	1071	146197
ERR270641	1073	152631
ERR270642	1063	161371
ERR270643	992	153751
ERR270644	1055	175104
ERR270645	1059	139202
ERR270646	1082	158409
ERR270647	1058	139749
ERR270648	1018	184411
ERR270649	954	161123
ERR270650	1059	147075
ERR270651	1045	139243
ERR270652	1049	130402
ERR270653	977	149629
ERR270654	1102	153839
ERR270655	1093	143520
ERR270656	936	168056
ERR270657	1047	148517
ERR270658	1050	159439
ERR270659	1034	155079
ERR270660	1094	148413
ERR270661	1004	153960
ERR270662	1161	127122
ERR270663	1063	152512
ERR270664	1056	156009
ERR270665	1053	147533
ERR270666	1038	175364
ERR270667	1066	166152
ERR270668	1058	141520
ERR270669	1029	170149
ERR270670	1044	144325
ERR270671	765	127119
ERR270672	970	152767
ERR270673	994	134150
ERR270674	1107	148956
ERR270675	1001	116364
ERR270676	1056	146164
ERR270677	1089	138189
ERR270678	1069	171768
ERR270679	1058	171293
ERR270680	971	158099
ERR270681	947	153618
ERR270682	977	168655
ERR270683	1052	135624
ERR270684	941	154127
ERR270685	1049	166259
ERR270686	1094	126809
ERR270687	1076	147784
ERR270688	1121	147931
ERR270689	968	148028
ERR270690	960	175566
ERR270691	1071	143010
ERR270692	1056	139007
ERR270693	1015	166423
ERR270694	1052	157325
ERR270695	1044	146194
ERR270696	997	159826
ERR270697	1047	159922
ERR270698	869	153337
ERR270699	965	159208
ERR270700	1071	201382
ERR270701	987	141545
ERR270702	964	159371
ERR270703	958	133632
ERR270704	949	174761
ERR270705	939	156096
ERR270706	1033	151497
ERR270707	966	163757
ERR270708	982	170767
ERR270709	1011	147791
ERR270710	1057	181442
ERR270711	1054	169094
ERR270712	952	202836
ERR270713	961	186078
ERR270714	1026	193463
ERR270715	1031	183689
ERR270716	973	171707
ERR270717	1070	169763
ERR270718	982	168942
ERR270719	970	175667
ERR270720	1053	177680
ERR270721	1015	161185
ERR270722	946	170230
ERR270723	925	220581
ERR270724	1076	182205
ERR270725	1041	210546
ERR270726	1085	147807
ERR270727	1104	128098
ERR270728	1053	140646
ERR270729	1076	172311
ERR270730	1063	169967
ERR270731	1082	140514
ERR270732	1037	213439
ERR270733	1064	166396
ERR270734	1152	132312
ERR270735	1091	121030
ERR270736	1054	144265
ERR270737	1082	145596
ERR270738	1088	143357
ERR270739	1080	153684
ERR270740	974	142201
ERR270741	1074	135366
ERR270742	1069	158112
ERR270743	976	153214
ERR270744	1110	178783
ERR270745	1079	147498
ERR270746	1062	146231
ERR270747	1044	167600
ERR270748	1047	159018
ERR270749	1036	160315
ERR270750	1080	128516
ERR270751	988	140172
ERR270752	1087	143148
ERR270753	1088	134128
ERR270754	1070	147902
ERR270755	1048	160140
ERR270756	946	171800
ERR270757	1094	141084
ERR270758	1040	177298
ERR270759	1126	145639
ERR270760	1052	162422
ERR270761	1106	149267
ERR270762	902	197946
ERR270763	1039	164096
ERR270764	969	172822
ERR270765	1045	176333
ERR270766	972	162091
ERR270767	825	135866
ERR270768	970	154651
ERR270769	1074	160914
ERR270770	1085	167265
ERR270771	1089	149481
ERR270772	1062	147695
ERR270773	1073	161330
ERR270774	1033	166195
ERR270775	1054	151774
ERR270776	1104	158707
ERR270777	963	134046
ERR270778	947	167475
ERR270779	1047	160515
ERR270780	1060	185362
ERR270781	1092	144904
ERR270782	1088	148681
ERR270783	1109	133147
ERR270784	1062	192057
ERR270785	1066	129282
ERR270786	1059	159018
ERR270787	988	158552
ERR270788	994	147684
ERR270789	1037	157371
ERR270790	968	166901
ERR270791	1025	247852
ERR270792	1000	182775
ERR270793	1009	254282
ERR270794	972	141447
ERR270795	960	143811
ERR270796	948	149377
ERR270797	968	148116
ERR270798	971	164450
ERR270799	1039	199324
ERR270800	816	430133
ERR270801	964	132992
ERR270802	1008	166405
ERR270803	1021	207634
ERR270804	1114	152185
ERR270805	1157	299635
ERR2724039	878	711207
ERR2724040	17	4296097
ERR2724042	1033	130654
ERR278514	1135	110048
ERR278515	1114	113961
ERR278516	1054	97846
ERR278517	1024	94558
ERR278518	1140	110216
ERR278519	1055	107648
ERR278520	1075	105249
ERR278521	1052	118439
ERR278522	1083	120212
ERR278523	1006	105153
ERR278524	1144	116650
ERR278525	1082	97722
ERR278526	1081	135651
ERR278527	1085	106376
ERR278528	1050	114000
ERR278529	1143	103840
ERR278530	1147	93034
ERR278531	118	84732
ERR278532	1160	104582
ERR278533	1141	90904
ERR278534	1159	94996
ERR278535	1158	96946
ERR278536	1060	103295
ERR278537	1053	102543
ERR278538	1051	103447
ERR278539	1078	100919
ERR278540	1138	105835
ERR278541	1136	94809
ERR278542	1066	125058
ERR278543	1070	127944
ERR278544	1139	91839
ERR278545	1176	99559
ERR278546	1018	102944
ERR278547	1144	95358
ERR278548	1072	100609
ERR278549	1015	94290
ERR278550	1142	96543
ERR278551	1177	100648
ERR278552	1012	120599
ERR278553	1151	101072
ERR278554	1152	104279
ERR278555	1110	95933
ERR278556	1142	118992
ERR278557	1142	99316
ERR278558	1147	99601
ERR278559	1053	103471
ERR278560	1180	94649
ERR278561	1156	99628
ERR278562	1127	119315
ERR278563	1074	101223
ERR278564	1178	104204
ERR278565	1138	115892
ERR278566	1138	103129
ERR278567	1069	98563
ERR278568	1126	104225
ERR278569	1132	118836
ERR278570	1046	107845
ERR278571	931	98564
ERR278572	1160	103309
ERR278573	1049	106820
ERR278574	1161	96938
ERR278575	1103	88775
ERR278576	1164	103331
ERR278577	1129	98789
ERR278578	1043	133892
ERR278579	1119	94224
ERR278580	1076	129943
ERR278581	1069	89501
ERR278582	1164	93585
ERR278583	1082	92925
ERR278584	1168	101155
ERR278585	1150	98130
ERR278586	1114	99155
ERR278587	1156	98844
ERR278588	1133	99281
ERR278589	1010	103539
ERR278590	1147	105083
ERR278591	1019	105323
ERR278592	1097	109226
ERR278593	1104	119042
ERR278594	32648	3737163
ERR278595	1088	90223
ERR278596	1107	102096
ERR278597	1013	100596
ERR278598	1099	91241
ERR278599	1099	106938
ERR278600	1120	96895
ERR278601	1119	93058
ERR278602	1151	106567
ERR278603	1114	113779
ERR278604	1095	103301
ERR278605	1127	109431
ERR278606	1117	107323
ERR278607	1031	112192
ERR278608	1054	98015
ERR278609	1088	90849
ERR2791531	1006	154128
ERR2791532	1033	142290
ERR2791533	977	174891
ERR2791534	996	166006
ERR2791535	987	174989
ERR2791536	1003	162037
ERR2791537	1007	209713
ERR2791538	1014	120989
ERR2791539	1004	144904
ERR2791540	1005	167078
ERR2791541	1022	133516
ERR2791542	1030	142412
ERR2791543	1004	159784
ERR2791544	1063	152213
ERR2791545	1013	150329
ERR2791546	1008	150189
ERR2791547	1021	147212
ERR2791548	1008	125862
ERR2791549	992	178775
ERR2791550	1008	172460
ERR2791551	1008	153624
ERR2791552	984	162686
ERR2791553	1030	175409
ERR2791554	972	198927
ERR2791555	1007	162149
ERR2791556	1008	152633
ERR2791557	1040	172359
ERR2791558	987	144785
